Course Code,Course Title,HEI Code,HEI,R1 Points,Year,ISCED
GC401,Accounting and Finance (Dublin),GC,Griffith College,181,2019,Business and administration
GC402,"Business Studies (HRM, Dublin)",GC,Griffith College,217,2019,Business and administration
GC403,Law (Dublin),GC,Griffith College,225,2019,Law
GC407,"Business Studies (Marketing, Dublin)",GC,Griffith College,246,2019,Business and administration
GC430,Computing Science (Dublin),GC,Griffith College,217,2019,Information and Communication Technologies (ICTs)
GC450,Journalism and Visual Media (Dublin),GC,Griffith College,227,2019,Journalism and information
GC489,Interior Architecture (Dublin),GC,Griffith College,267,2019,Arts
GC494,Fashion Design (Dublin),GC,Griffith College,,2019,Arts
ID001,Accounting and Finance,ID,ICD Business School,229,2019,Business and administration
ID002,Business Studies,ID,ICD Business School,285,2019,Business and administration
AD215,Visual Culture,AD,National College of Art and Design,300,2019,Arts
NC003,Computing (Degree Award options),NC,National College of Ireland (NCI),261,2019,Information and Communication Technologies (ICTs)
NC005,Human Resource Management,NC,National College of Ireland (NCI),297,2019,Business and administration
NC009,Business,NC,National College of Ireland (NCI),297,2019,Business and administration
NC010,Psychology,NC,National College of Ireland (NCI),366,2019,Social and behavioural sciences
NC020,Marketing Practice,NC,National College of Ireland (NCI),270,2019,Business and administration
NC022,Accounting and Finance,NC,National College of Ireland (NCI),338,2019,Business and administration
NC023,Technology Management (with specialisations),NC,National College of Ireland (NCI),260,2019,Information and Communication Technologies (ICTs)
RC001,Medicine - Undergraduate Entry (HPAT required),RC,RCSI University of Medicine & Health Sciences,729,2019,Health
RC004,Physiotherapy,RC,RCSI University of Medicine & Health Sciences,532,2019,Health
RC005,Pharmacy,RC,RCSI University of Medicine & Health Sciences,555,2019,Health
TR002,Music,TR,Trinity College Dublin,414,2019,Arts
TR003,History,TR,Trinity College Dublin,486,2019,Humanities (except languages)
TR004,Law,TR,Trinity College Dublin,532,2019,Law
TR005,Philosophy,TR,Trinity College Dublin,391,2019,Humanities (except languages)
TR006,Psychology,TR,Trinity College Dublin,555,2019,Social and behavioural sciences
TR007,Clinical Speech and Language Studies,TR,Trinity College Dublin,499,2019,Health
TR009,Music Education,TR,Trinity College Dublin,430,2019,Education
TR012,History and Political Science,TR,Trinity College Dublin,532,2019,Humanities (except languages)
TR015,"Philosophy, Political Science, Economics and Sociology",TR,Trinity College Dublin,566,2019,Social and behavioural sciences
TR016,Deaf Studies,TR,Trinity College Dublin,337,2019,Languages
TR017,Law and Business,TR,Trinity College Dublin,576,2019,Law
TR018,Law and French,TR,Trinity College Dublin,532,2019,Law
TR019,Law and German,TR,Trinity College Dublin,523,2019,Law
TR020,Law and Political Science,TR,Trinity College Dublin,567,2019,Law
TR021,"Classics, Ancient History and Archaeology",TR,Trinity College Dublin,377,2019,Humanities (except languages)
TR022,Early and Modern Irish,TR,Trinity College Dublin,347,2019,Languages
TR023,English Studies,TR,Trinity College Dublin,463,2019,Languages
TR024,European Studies,TR,Trinity College Dublin,520,2019,Humanities (except languages)
TR025,Drama and Theatre Studies,TR,Trinity College Dublin,489,2019,Arts
TR028,Ancient and Medieval History and Culture,TR,Trinity College Dublin,339,2019,Humanities (except languages)
TR029,Political Science and Geography,TR,Trinity College Dublin,477,2019,Social and behavioural sciences
TR031,Mathematics,TR,Trinity College Dublin,566,2019,Mathematics and statistics
TR032,Engineering,TR,Trinity College Dublin,487,2019,Engineering and engineering trades
TR033,Computer Science,TR,Trinity College Dublin,465,2019,Information and Communication Technologies (ICTs)
TR034,Management Science and Information Systems Studies,TR,Trinity College Dublin,589,2019,Business and administration
TR035,Theoretical Physics,TR,Trinity College Dublin,554,2019,Physical sciences
TR038,Engineering with Management,TR,Trinity College Dublin,499,2019,Engineering and engineering trades
TR039,Computer Science and Language,TR,Trinity College Dublin,435,2019,Information and Communication Technologies (ICTs)
TR040,Middle Eastern and European Languages and Cultures,TR,Trinity College Dublin,485,2019,Languages
TR041,Religion,TR,Trinity College Dublin,347,2019,Humanities (except languages)
TR051,Medicine (HPAT required),TR,Trinity College Dublin,730,2019,Health
TR052,Dental Science,TR,Trinity College Dublin,590,2019,Health
TR053,Physiotherapy,TR,Trinity College Dublin,533,2019,Health
TR054,Occupational Therapy,TR,Trinity College Dublin,500,2019,Health
TR055,Radiation Therapy,TR,Trinity College Dublin,510,2019,Health
TR056,Human Health and Disease,TR,Trinity College Dublin,543,2019,Health
TR060,Biological and Biomedical Sciences,TR,Trinity College Dublin,510,2019,Biological and related sciences
TR061,Chemical Sciences,TR,Trinity College Dublin,488,2019,Physical sciences
TR062,Geography and Geoscience,TR,Trinity College Dublin,435,2019,Physical sciences
TR063,Physical Sciences,TR,Trinity College Dublin,498,2019,Physical sciences
TR072,Pharmacy,TR,Trinity College Dublin,555,2019,Health
TR080,Global Business,TR,Trinity College Dublin,565,2019,Business and administration
TR081,"Business, Economic and Social Studies (BESS)",TR,Trinity College Dublin,518,2019,Social and behavioural sciences
TR082,Computer Science and Business,TR,Trinity College Dublin,510,2019,Business and administration
TR083,Sociology and Social Policy,TR,Trinity College Dublin,451,2019,Social and behavioural sciences
TR084,Social Studies (Social Work),TR,Trinity College Dublin,420,2019,Welfare
TR085,Business Studies and French,TR,Trinity College Dublin,509,2019,Business and administration
TR086,Business Studies and German,TR,Trinity College Dublin,474,2019,Business and administration
TR087,Business Studies and Russian,TR,Trinity College Dublin,467,2019,Business and administration
TR089,Business Studies and Polish,TR,Trinity College Dublin,393,2019,Business and administration
TR090,Business Studies and Spanish,TR,Trinity College Dublin,510,2019,Business and administration
TR091,General Nursing (Meath and St James`s),TR,Trinity College Dublin,393,2019,Health
TR093,General Nursing (Adelaide School of Nursing),TR,Trinity College Dublin,378,2019,Health
TR095,Mental Health Nursing,TR,Trinity College Dublin,358,2019,Health
TR097,Intellectual Disability Nursing,TR,Trinity College Dublin,346,2019,Health
TR911,Children`s and General Nursing (Integrated),TR,Trinity College Dublin,476,2019,Health
TR913,Midwifery,TR,Trinity College Dublin,423,2019,Health
DN100,Architecture,DN,University College Dublin (NUI),473,2019,Architecture and construction
DN120,Landscape Architecture,DN,University College Dublin (NUI),353,2019,Architecture and construction
DN130,City Planning and Environmental Policy,DN,University College Dublin (NUI),367,2019,Architecture and construction
DN150,Engineering (Common Entry),DN,University College Dublin (NUI),511,2019,Engineering and engineering trades
DN200,Science (options),DN,University College Dublin (NUI),521,2019,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics"
DN201,Computer Science (Common Entry),DN,University College Dublin (NUI),488,2019,Information and Communication Technologies (ICTs)
DN230,Actuarial and Financial Studies,DN,University College Dublin (NUI),577,2019,Mathematics and statistics
DN250,Agricultural Science (options),DN,University College Dublin (NUI),420,2019,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary"
DN252,Dairy Business,DN,University College Dublin (NUI),398,2019,Agriculture
DN253,Agri - Environmental Sciences,DN,University College Dublin (NUI),403,2019,Environment
DN261,Food Science,DN,University College Dublin (NUI),434,2019,Agriculture
DN262,Human Nutrition,DN,University College Dublin (NUI),493,2019,Health
DN271,Forestry,DN,University College Dublin (NUI),303,2019,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary"
DN272,"Horticulture, Landscape and Sportsturf Management",DN,University College Dublin (NUI),252,2019,Agriculture
DN300,Veterinary Medicine - Undergraduate Entry,DN,University College Dublin (NUI),567,2019,Veterinary
DN301,Veterinary Medicine - Graduate Entry,DN,University College Dublin (NUI),,2019,Veterinary
DN310,Veterinary Nursing,DN,University College Dublin (NUI),441,2019,Veterinary
DN400,Medicine - Undergraduate Entry (HPAT required),DN,University College Dublin (NUI),735,2019,Health
DN401,Medicine - Graduate Entry (GAMSAT required),DN,University College Dublin (NUI),59,2019,Health
DN410,Radiography,DN,University College Dublin (NUI),507,2019,Health
DN411,Radiography - Graduate Entry,DN,University College Dublin (NUI),,2019,Health
DN420,Physiotherapy,DN,University College Dublin (NUI),542,2019,Health
DN425,Health and Performance Science,DN,University College Dublin (NUI),488,2019,Health
DN430,Sport and Exercise Management,DN,University College Dublin (NUI),436,2019,Business and administration
DN440,"Biomedical, Health and Life Sciences",DN,University College Dublin (NUI),565,2019,Biological and related sciences
DN450,General Nursing,DN,University College Dublin (NUI),398,2019,Health
DN451,Children`s and General Nursing (Integrated),DN,University College Dublin (NUI),462,2019,Health
DN452,Midwifery,DN,University College Dublin (NUI),409,2019,Health
DN453,Mental Health Nursing,DN,University College Dublin (NUI),379,2019,Health
DN520,Arts (Two Subjects),DN,University College Dublin (NUI),336,2019,Arts
DN530,Humanities (options),DN,University College Dublin (NUI),348,2019,Humanities (except languages)
DN541,Modern Languages (options),DN,University College Dublin (NUI),348,2019,Languages
DN600,Law (options),DN,University College Dublin (NUI),520,2019,Law
DN610,Business and Law,DN,University College Dublin (NUI),521,2019,Business and administration
DN650,Commerce,DN,University College Dublin (NUI),498,2019,Business and administration
DN660,Commerce International (options),DN,University College Dublin (NUI),507,2019,Business and administration
DN670,Economics and Finance,DN,University College Dublin (NUI),601,2019,Business and administration
DN700,Social Sciences (options),DN,University College Dublin (NUI),388,2019,Social and behavioural sciences
DN710,Economics,DN,University College Dublin (NUI),476,2019,Social and behavioural sciences
DN720,Psychology,DN,University College Dublin (NUI),517,2019,Social and behavioural sciences
DN750,Social Policy and Sociology,DN,University College Dublin (NUI),330,2019,Social and behavioural sciences
DK810,Accounting and Finance,DK,Dundalk Institute of Technology,306,2019,Business and administration
DK816,Business Studies,DK,Dundalk Institute of Technology,300,2019,Business and administration
DK820,Computing in Games Development,DK,Dundalk Institute of Technology,307,2019,Information and Communication Technologies (ICTs)
DK821,Computing in Software Development,DK,Dundalk Institute of Technology,301,2019,Information and Communication Technologies (ICTs)
DK830,Building Surveying,DK,Dundalk Institute of Technology,302,2019,Architecture and construction
DK831,Architectural Technology,DK,Dundalk Institute of Technology,301,2019,Architecture and construction
DK832,Construction Management,DK,Dundalk Institute of Technology,300,2019,Architecture and construction
DK843,Engineering (Common Entry),DK,Dundalk Institute of Technology,303,2019,Engineering and engineering trades
DK860,Music,DK,Dundalk Institute of Technology,499,2019,Arts
DK861,Arts,DK,Dundalk Institute of Technology,300,2019,Social and behavioural sciences
DK862,Social Care,DK,Dundalk Institute of Technology,300,2019,Welfare
DK863,Creative Media,DK,Dundalk Institute of Technology,300,2019,Arts
DK864,Film and Television Production,DK,Dundalk Institute of Technology,300,2019,Arts
DK865,Audio and Music Production,DK,Dundalk Institute of Technology,301,2019,Arts
DK870,General Nursing,DK,Dundalk Institute of Technology,392,2019,Health
DK872,Intellectual Disability Nursing,DK,Dundalk Institute of Technology,300,2019,Health
DK874,Mental Health Nursing,DK,Dundalk Institute of Technology,356,2019,Health
DK876,Early Childhood Studies,DK,Dundalk Institute of Technology,305,2019,Welfare
DK877,Midwifery,DK,Dundalk Institute of Technology,398,2019,Health
DK880,Health and Physical Activity,DK,Dundalk Institute of Technology,300,2019,Health
DK882,Agriculture (Award options),DK,Dundalk Institute of Technology,303,2019,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary"
DK883,Science (Award options),DK,Dundalk Institute of Technology,300,2019,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics"
GA181,Accounting,GA,Galway-Mayo Institute of Technology,303,2019,Business and administration
GA182,Business,GA,Galway-Mayo Institute of Technology,290,2019,Business and administration
GA183,Business Information Systems,GA,Galway-Mayo Institute of Technology,309,2019,Information and Communication Technologies (ICTs)
GA184,Marketing and Sales,GA,Galway-Mayo Institute of Technology,307,2019,Business and administration
GA185,Finance and Economics,GA,Galway-Mayo Institute of Technology,307,2019,Business and administration
GA186,Business with Entrepreneurship,GA,Galway-Mayo Institute of Technology,297,2019,Business and administration
GA187,Rural Enterprise and Agri-Business (Mountbellew Campus),GA,Galway-Mayo Institute of Technology,280,2019,Agriculture
GA281,Film and Documentary,GA,Galway-Mayo Institute of Technology,287,2019,Arts
GA282,Heritage Studies,GA,Galway-Mayo Institute of Technology,238,2019,Social and behavioural sciences
GA283,Contemporary Art,GA,Galway-Mayo Institute of Technology,260,2019,Arts
GA284,Design,GA,Galway-Mayo Institute of Technology,309,2019,Arts
GA380,International Hotel Management,GA,Galway-Mayo Institute of Technology,225,2019,Personal services
GA381,International Tourism Management,GA,Galway-Mayo Institute of Technology,261,2019,Personal services
GA382,Culinary and Gastronomic Science,GA,Galway-Mayo Institute of Technology,225,2019,Manufacturing and processing
GA384,Event Management with Public Relations,GA,Galway-Mayo Institute of Technology,209,2019,Personal services
GA480,Construction Management,GA,Galway-Mayo Institute of Technology,260,2019,Architecture and construction
GA482,Quantity Surveying and Construction Economics,GA,Galway-Mayo Institute of Technology,280,2019,Architecture and construction
GA483,Architectural Technology,GA,Galway-Mayo Institute of Technology,251,2019,Architecture and construction
GA484,Civil Engineering,GA,Galway-Mayo Institute of Technology,270,2019,Architecture and construction
GA580,Software and Electronic Engineering,GA,Galway-Mayo Institute of Technology,301,2019,Engineering and engineering trades
GA680,Mechanical Engineering,GA,Galway-Mayo Institute of Technology,336,2019,Engineering and engineering trades
GA681,Energy Engineering,GA,Galway-Mayo Institute of Technology,281,2019,Engineering and engineering trades
GA682,Biomedical Engineering,GA,Galway-Mayo Institute of Technology,331,2019,Engineering and engineering trades
GA683,Agricultural Engineering,GA,Galway-Mayo Institute of Technology,301,2019,Engineering and engineering trades
GA684,Engineering (Common entry to Agri/Biomed/Energy/Mech Eng),GA,Galway-Mayo Institute of Technology,346,2019,Engineering and engineering trades
GA780,Applied Freshwater and Marine Biology,GA,Galway-Mayo Institute of Technology,300,2019,Biological and related sciences
GA781,Applied Biology and Biopharmaceutical Science,GA,Galway-Mayo Institute of Technology,317,2019,Biological and related sciences
GA782,Chemical and Pharmaceutical Science,GA,Galway-Mayo Institute of Technology,307,2019,Environment
GA783,Physics and Instrumentation,GA,Galway-Mayo Institute of Technology,373,2019,Physical sciences
GA784,Science (Undenominated),GA,Galway-Mayo Institute of Technology,327,2019,Biological and related sciences
GA785,Medical Science,GA,Galway-Mayo Institute of Technology,451,2019,Health
GA786,Forensic Science and Analysis,GA,Galway-Mayo Institute of Technology,300,2019,Physical sciences
GA787,Computing in Software Development,GA,Galway-Mayo Institute of Technology,275,2019,Information and Communication Technologies (ICTs)
GA788,Computing and Digital Media,GA,Galway-Mayo Institute of Technology,270,2019,Information and Communication Technologies (ICTs)
GA789,Agriculture and Environmental Management (Mountbellew Campus),GA,Galway-Mayo Institute of Technology,297,2019,Agriculture
GA790,Sport and Exercise Science,GA,Galway-Mayo Institute of Technology,350,2019,Personal services
GA791,Public Health Nutrition,GA,Galway-Mayo Institute of Technology,364,2019,Biological and related sciences
GA880,General Nursing - Mayo Campus,GA,Galway-Mayo Institute of Technology,389,2019,Health
GA882,Psychiatric Nursing - Mayo Campus,GA,Galway-Mayo Institute of Technology,346,2019,Health
GA885,Outdoor Education - Mayo Campus,GA,Galway-Mayo Institute of Technology,210,2019,Personal services
GA887,History and Geography - Mayo Campus,GA,Galway-Mayo Institute of Technology,228,2019,Humanities (except languages)
GA889,Applied Social Care - Mayo Campus,GA,Galway-Mayo Institute of Technology,260,2019,Welfare
GA890,Early Childhood Care and Education - Mayo Campus,GA,Galway-Mayo Institute of Technology,278,2019,Education
GA980,Education (Design Graphics and Construction) - Letterfrack Campus,GA,Galway-Mayo Institute of Technology,376,2019,Education
GA981,Furniture Design and Manufacture - Letterfrack Campus,GA,Galway-Mayo Institute of Technology,271,2019,Arts
GA982,Furniture and Wood Technology - Letterfrack Campus,GA,Galway-Mayo Institute of Technology,270,2019,Arts
GY101,Arts (Joint-Honours),GY,"National University of Ireland, Galway",300,2019,Arts
GY104,Arts (Psychology),GY,"National University of Ireland, Galway",507,2019,Social and behavioural sciences
GY105,Arts (History),GY,"National University of Ireland, Galway",318,2019,Humanities (except languages)
GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),GY,"National University of Ireland, Galway",330,2019,Languages
GY109,Arts (Mathematics and Education),GY,"National University of Ireland, Galway",411,2019,Education
GY110,Arts with Children's Studies,GY,"National University of Ireland, Galway",382,2019,Social and behavioural sciences
GY111,Arts with Creative Writing,GY,"National University of Ireland, Galway",402,2019,Arts
GY112,Arts with Film Studies,GY,"National University of Ireland, Galway",338,2019,Arts
GY113,Arts with Human Rights,GY,"National University of Ireland, Galway",338,2019,Social and behavioural sciences
GY115,Arts with Performing Arts Studies,GY,"National University of Ireland, Galway",328,2019,Arts
GY118,"Arts (Drama, Theatre and Performance Studies)",GY,"National University of Ireland, Galway",410,2019,Arts
GY119,Journalism,GY,"National University of Ireland, Galway",410,2019,Journalism and information
GY120,"Arts (Child, Youth and Family: Policy and Practice)",GY,"National University of Ireland, Galway",309,2019,Social and behavioural sciences
GY121,Arts (Children's Studies),GY,"National University of Ireland, Galway",356,2019,Social and behavioural sciences
GY122,Na Dána (Cumarsáid agus Gaeilge),GY,"National University of Ireland, Galway",308,2019,Arts
GY123,BSc (Applied Social Sciences),GY,"National University of Ireland, Galway",357,2019,Social and behavioural sciences
GY124,Arts (Arts with Data Science),GY,"National University of Ireland, Galway",434,2019,Information and Communication Technologies (ICTs)
GY125,Arts (Digital Arts and Technology),GY,"National University of Ireland, Galway",324,2019,Arts
GY126,Arts (English and Media Studies),GY,"National University of Ireland, Galway",418,2019,Languages
GY127,Arts (Film and Digital Media),GY,"National University of Ireland, Galway",387,2019,Arts
GY128,Arts (Global Languages),GY,"National University of Ireland, Galway",370,2019,Languages
GY129,Arts (International),GY,"National University of Ireland, Galway",408,2019,Arts
GY130,Arts (Music),GY,"National University of Ireland, Galway",400,2019,Arts
GY131,Arts (History and Globalisation Studies),GY,"National University of Ireland, Galway",340,2019,Humanities (except languages)
GY132,"Government (Politics, Economics and Law)",GY,"National University of Ireland, Galway",402,2019,Social and behavioural sciences
GY133,Education (Computer Science and Mathematical  Studies),GY,"National University of Ireland, Galway",401,2019,Education
GY201,Commerce,GY,"National University of Ireland, Galway",420,2019,Business and administration
GY202,Commerce (International) with French,GY,"National University of Ireland, Galway",484,2019,Business and administration
GY203,Commerce (International) with German,GY,"National University of Ireland, Galway",489,2019,Business and administration
GY204,Commerce (International) with Spanish,GY,"National University of Ireland, Galway",484,2019,Business and administration
GY206,Business Information Systems (Work Placement & Optional Int`l Study),GY,"National University of Ireland, Galway",431,2019,Business and administration
GY207,Commerce (Accounting) including optional Global Experience year,GY,"National University of Ireland, Galway",486,2019,Business and administration
GY208,Commerce (Gaeilge),GY,"National University of Ireland, Galway",473,2019,Business and administration
GY209,Commerce (Global Experience),GY,"National University of Ireland, Galway",509,2019,Business and administration
GY250,Law & Business,GY,"National University of Ireland, Galway",436,2019,Law
GY251,Law,GY,"National University of Ireland, Galway",473,2019,Law
GY252,Law & Human Rights,GY,"National University of Ireland, Galway",510,2019,Law
GY261,"Business Studies (International Hotel Management, Shannon)",GY,"National University of Ireland, Galway",486,2019,Business and administration
GY262,"Commerce (International Hotel Management, Shannon)",GY,"National University of Ireland, Galway",671,2019,Business and administration
GY301,Science,GY,"National University of Ireland, Galway",400,2019,Biological and related sciences
GY303,Biomedical Science,GY,"National University of Ireland, Galway",533,2019,Biological and related sciences
GY304,Biotechnology,GY,"National University of Ireland, Galway",473,2019,Engineering and engineering trades
GY308,Environmental Science,GY,"National University of Ireland, Galway",413,2019,Environment
GY309,Financial Mathematics and Economics,GY,"National University of Ireland, Galway",454,2019,Mathematics and statistics
GY310,Marine Science,GY,"National University of Ireland, Galway",409,2019,Physical sciences
GY313,Environmental Health and Safety,GY,"National University of Ireland, Galway",402,2019,Hygiene and occupational health services
GY314,Earth and Ocean Sciences,GY,"National University of Ireland, Galway",402,2019,Physical sciences
GY318,Biopharmaceutical Chemistry,GY,"National University of Ireland, Galway",510,2019,Biological and related sciences
GY319,Mathematical Science,GY,"National University of Ireland, Galway",456,2019,Mathematics and statistics
GY320,"Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical)",GY,"National University of Ireland, Galway",401,2019,Physical sciences
GY350,Computer Science and Information Technology,GY,"National University of Ireland, Galway",425,2019,Information and Communication Technologies (ICTs)
GY401,Engineering (Undenominated),GY,"National University of Ireland, Galway",444,2019,Engineering and engineering trades
GY402,Civil Engineering,GY,"National University of Ireland, Galway",509,2019,Architecture and construction
GY405,Mechanical Engineering,GY,"National University of Ireland, Galway",443,2019,Engineering and engineering trades
GY406,Electronic and Computer Engineering,GY,"National University of Ireland, Galway",509,2019,Engineering and engineering trades
GY408,Biomedical Engineering,GY,"National University of Ireland, Galway",519,2019,Engineering and engineering trades
GY410,Project and Construction Management,GY,"National University of Ireland, Galway",434,2019,Architecture and construction
GY413,Energy Systems Engineering,GY,"National University of Ireland, Galway",532,2019,Engineering and engineering trades
GY414,Electrical and Electronic Engineering,GY,"National University of Ireland, Galway",454,2019,Engineering and engineering trades
GY501,"Medicine (five year/six year course, HPAT required)",GY,"National University of Ireland, Galway",726,2019,Health
GY502,Occupational Therapy,GY,"National University of Ireland, Galway",532,2019,Health
GY503,Speech and Language Therapy,GY,"National University of Ireland, Galway",529,2019,Health
GY504,Podiatric Medicine,GY,"National University of Ireland, Galway",434,2019,Health
GY515,General Nursing (Galway and Portiuncula),GY,"National University of Ireland, Galway",442,2019,Health
GY516,Mental Health Nursing,GY,"National University of Ireland, Galway",388,2019,Health
GY517,Midwifery,GY,"National University of Ireland, Galway",429,2019,Health
LY108,Business - Accounting,LY,Letterkenny Institute of Technology,318,2019,Business and administration
LY118,Business,LY,Letterkenny Institute of Technology,287,2019,Business and administration
LY208,Law,LY,Letterkenny Institute of Technology,300,2019,Law
LY228,Sports and Exercise (Common Entry),LY,Letterkenny Institute of Technology,278,2019,Personal services
LY408,Design (Common Entry),LY,Letterkenny Institute of Technology,307,2019,Arts
LY508,Fire Safety Engineering,LY,Letterkenny Institute of Technology,270,2019,Architecture and construction
LY518,Quantity Surveying,LY,Letterkenny Institute of Technology,307,2019,Architecture and construction
LY528,Construction Management,LY,Letterkenny Institute of Technology,267,2019,Architecture and construction
LY608,Mechanical Engineering,LY,Letterkenny Institute of Technology,304,2019,Engineering and engineering trades
LY618,Electronics and Embedded Systems,LY,Letterkenny Institute of Technology,307,2019,Engineering and engineering trades
LY708,Applied Computing,LY,Letterkenny Institute of Technology,300,2019,Information and Communication Technologies (ICTs)
LY818,Science (Common Entry),LY,Letterkenny Institute of Technology,302,2019,Biological and related sciences
LY828,Agriculture (Common Entry),LY,Letterkenny Institute of Technology,300,2019,Agriculture
LY908,General Nursing,LY,Letterkenny Institute of Technology,383,2019,Health
LY918,Psychiatric Nursing,LY,Letterkenny Institute of Technology,291,2019,Health
LY928,Intellectual Disability Nursing,LY,Letterkenny Institute of Technology,288,2019,Health
LY968,"Early Childhood Care, Health and Education",LY,Letterkenny Institute of Technology,300,2019,Welfare
LY978,Health & Social Care (Common Entry),LY,Letterkenny Institute of Technology,260,2019,Health
MI001,Contemporary & Applied Theatre Studies,MI,Mary Immaculate College,345,2019,Arts
MI002,Arts (offered in conjunction with the University of Limerick),MI,Mary Immaculate College,300,2019,Arts
MI005,Education - Primary Teaching,MI,Mary Immaculate College,473,2019,Education
MI006,Education - Primary Teaching (Gaeltacht Applicants),MI,Mary Immaculate College,442,2019,Education
MI007,Early Childhood Care and Education,MI,Mary Immaculate College,366,2019,Education
MI008,Education and Psychology - Primary Teaching,MI,Mary Immaculate College,543,2019,Education
MI009,"Education, Business Studies and Accounting (Thurles Campus)",MI,Mary Immaculate College,392,2019,Education
MI010,"Education, Business Studies and Religious Studies (Thurles Campus)",MI,Mary Immaculate College,326,2019,Education
MI011,"Education, Irish and Religious Studies (Thurles Campus)",MI,Mary Immaculate College,377,2019,Education
MI012,"Education, Irish and Business Studies (Thurles Campus)",MI,Mary Immaculate College,398,2019,Education
MI013,"Education, Mathematics and Gaeilge (Thurles Campus)",MI,Mary Immaculate College,433,2019,Education
LC110,"Art and Design (Common Entry, portfolio)",LC,Limerick Institute of Technology,734,2019,Arts
LC114,Fashion and Textiles for Product and Costume (portfolio),LC,Limerick Institute of Technology,900,2019,Arts
LC220,Digital Marketing,LC,Limerick Institute of Technology,254,2019,Business and administration
LC223,Law and Taxation,LC,Limerick Institute of Technology,308,2019,Law
LC224,Accounting and Finance,LC,Limerick Institute of Technology,299,2019,Business and administration
LC225,Marketing and Management,LC,Limerick Institute of Technology,298,2019,Business and administration
LC226,Enterprise and Innovation,LC,Limerick Institute of Technology,216,2019,Business and administration
LC233,Software Development,LC,Limerick Institute of Technology,300,2019,Information and Communication Technologies (ICTs)
LC234,Interactive Digital Media,LC,Limerick Institute of Technology,219,2019,Information and Communication Technologies (ICTs)
LC236,Internet Systems Development,LC,Limerick Institute of Technology,298,2019,Information and Communication Technologies (ICTs)
LC239,Computer Networks and Systems Management,LC,Limerick Institute of Technology,335,2019,Information and Communication Technologies (ICTs)
LC241,Construction Management,LC,Limerick Institute of Technology,276,2019,Architecture and construction
LC242,Property Valuation and Management,LC,Limerick Institute of Technology,292,2019,Architecture and construction
LC243,Quantity Surveying,LC,Limerick Institute of Technology,281,2019,Architecture and construction
LC248,Built Environment (Common Entry),LC,Limerick Institute of Technology,307,2019,Architecture and construction
LC252,Civil Engineering Management,LC,Limerick Institute of Technology,281,2019,Architecture and construction
LC263,Clinical Technology,LC,Limerick Institute of Technology,282,2019,Health
LC265,Forensic and Pharmaceutical Sciences,LC,Limerick Institute of Technology,335,2019,Physical sciences
LC266,Drug and Medicinal Product Analysis,LC,Limerick Institute of Technology,236,2019,Physical sciences
LC275,Electrical Engineering,LC,Limerick Institute of Technology,288,2019,Engineering and engineering trades
LC288,Mechanical Engineering,LC,Limerick Institute of Technology,307,2019,Engineering and engineering trades
LC289,Precision Engineering,LC,Limerick Institute of Technology,280,2019,Engineering and engineering trades
LC292,Social Care Work,LC,Limerick Institute of Technology,360,2019,Welfare
LC293,Business Studies with Travel and Tourism Management,LC,Limerick Institute of Technology,299,2019,Personal services
LC294,Business Studies with Event Management,LC,Limerick Institute of Technology,271,2019,Personal services
LC295,Business Studies with Sports Management,LC,Limerick Institute of Technology,263,2019,Business and administration
LC297,Community Development,LC,Limerick Institute of Technology,217,2019,Social and behavioural sciences
LC320,Business,LC,Limerick Institute of Technology,337,2019,Business and administration
LC330,Business with Computing,LC,Limerick Institute of Technology,298,2019,Information and Communication Technologies (ICTs)
LC340,Interior Design,LC,Limerick Institute of Technology,298,2019,Arts
LC362,Biotechnology and Biopharmaceutical Sciences,LC,Limerick Institute of Technology,379,2019,Biological and related sciences
LC371,Creative Broadcast and Film Production,LC,Limerick Institute of Technology,298,2019,Arts
LC372,Music Technology and Production,LC,Limerick Institute of Technology,321,2019,Arts
LC374,Renewable and Electrical Energy Engineering,LC,Limerick Institute of Technology,317,2019,Engineering and engineering trades
LC375,Industrial Automation & Robotic Systems,LC,Limerick Institute of Technology,321,2019,Engineering and engineering trades
LC376,Electronic Engineering,LC,Limerick Institute of Technology,308,2019,Engineering and engineering trades
LC380,Automotive Engineering and Transport Management,LC,Limerick Institute of Technology,282,2019,Engineering and engineering trades
LC392,Beauty and Spa Management,LC,Limerick Institute of Technology,217,2019,Personal services
LC393,Early Childhood Education & Care,LC,Limerick Institute of Technology,260,2019,Welfare
LC401,Early Childhood Education & Care (Thurles),LC,Limerick Institute of Technology,298,2019,Welfare
LC402,Social Care Work (Thurles),LC,Limerick Institute of Technology,209,2019,Welfare
LC408,Environmental and Geographical Sciences (Thurles),LC,Limerick Institute of Technology,262,2019,Environment
LC418,Computing - Games Design and Development (Thurles),LC,Limerick Institute of Technology,271,2019,Information and Communication Technologies (ICTs)
LC422,Sports Strength and Conditioning (Thurles),LC,Limerick Institute of Technology,288,2019,Personal services
